matched_2021,new_item_2022,food_category,restaurant,serving_size,serving_size_text,serving_size_unit,serving_size_household,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,carbohydrates,dietary_fiber,sugar,protein,potassium
1,0,Beverages,Perkins,16,,fl oz,,5,0,0,0,0,50,1,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,5,0,0,0,0,50,1,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,5,0,0,0,0,50,1,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,190,0,0,0,0,50,50,0,50,0,
1,0,Beverages,Perkins,16,,fl oz,,190,0,0,0,0,50,50,0,50,0,
1,0,Beverages,Perkins,16,,fl oz,,190,0,0,0,0,50,50,0,50,0,
1,0,Beverages,Perkins,16,,fl oz,,190,0,0,0,0,50,50,0,50,0,
1,0,Beverages,Perkins,16,,fl oz,,190,0,0,0,0,50,50,0,50,0,
1,0,Beverages,Perkins,16,,fl oz,,190,0,0,0,0,50,50,0,50,0,
1,0,Beverages,Perkins,16,,fl oz,,190,0,0,0,0,50,50,0,50,0,
1,0,Beverages,Perkins,16,,fl oz,,5,0,0,0,0,50,1,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,10,0,0,0,0,50,2,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,10,0,0,0,0,50,2,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,10,0,0,0,0,50,2,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,10,0,0,0,0,50,2,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,10,0,0,0,0,50,2,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,10,0,0,0,0,50,2,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,190,0,0,0,0,50,45,0,45,0,
1,0,Beverages,Perkins,16,,fl oz,,190,0,0,0,0,50,49,0,49,0,
1,0,Beverages,Perkins,16,,fl oz,,190,0,0,0,0,50,49,0,49,0,
1,0,Beverages,Perkins,16,,fl oz,,190,0,0,0,0,50,49,0,49,0,
1,0,Beverages,Perkins,16,,fl oz,,180,0,0,0,0,50,49,0,49,0,
1,0,Beverages,Perkins,16,,fl oz,,200,0,0,0,0,50,52,0,51,0,
1,0,Beverages,Perkins,16,,fl oz,,200,0,0,0,0,50,52,0,51,0,
1,0,Beverages,Perkins,16,,fl oz,,170,0,0,0,0,50,45,0,45,0,
1,0,Beverages,Perkins,16,,fl oz,,170,0,0,0,0,50,45,0,45,0,
1,0,Beverages,Perkins,16,,fl oz,,170,0,0,0,0,50,45,0,45,0,
1,0,Beverages,Perkins,16,,fl oz,,5,0,0,0,0,50,1,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,10,0,0,0,0,50,2,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,10,0,0,0,0,50,2,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,5,0,0,0,0,50,1,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,5,0,0,0,0,50,1,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,10,0,0,0,0,50,2,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,0,0,0,0,0,50,0,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,180,0,0,0,0,50,49,0,49,0,
1,0,Beverages,Perkins,16,,fl oz,,5,0,0,0,0,50,0,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,170,0,0,0,0,50,45,0,45,0,
1,0,Beverages,Perkins,16,,fl oz,,5,0,0,0,0,50,1,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,200,0,0,0,0,50,53,0,53,0,
1,0,Beverages,Perkins,16,,fl oz,,200,0,0,0,0,50,53,0,53,0,
1,0,Beverages,Perkins,16,,fl oz,,200,0,0,0,0,50,53,0,53,0,
1,0,Beverages,Perkins,16,,fl oz,,5,0,0,0,0,50,0,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,5,0,0,0,0,50,0,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,5,0,0,0,0,50,0,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,210,0,0,0,0,50,56,0,56,0,
1,0,Beverages,Perkins,16,,fl oz,,0,0,0,0,0,50,0,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,0,0,0,0,0,50,0,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,220,0,0,0,0,50,57,0,55,0,
1,0,Beverages,Perkins,16,,fl oz,,170,0,0,0,0,50,46,0,46,0,
1,0,Beverages,Perkins,16,,fl oz,,170,0,0,0,0,50,46,0,46,0,
1,0,Beverages,Perkins,16,,fl oz,,170,0,0,0,0,50,46,0,46,0,
1,0,Beverages,Perkins,16,,fl oz,,170,0,0,0,0,50,46,0,46,0,
1,0,Beverages,Perkins,16,,fl oz,,10,0,0,0,0,50,1,65,0,0,
0,1,Beverages,Perkins,16,,fl oz,,0,0,0,0,0,50,0,0,0,0,
0,1,Beverages,Perkins,16,,fl oz,,0,0,0,0,0,50,0,0,0,0,
0,1,Beverages,Perkins,16,,fl oz,,5,0,0,0,0,50,0,0,0,0,
0,1,Beverages,Perkins,16,,fl oz,,200,0,0,0,0,50,53,0,53,0,
0,1,Beverages,Perkins,16,,fl oz,,220,0,0,0,0,50,59,0,59,0,
0,1,Beverages,Perkins,16,,fl oz,,5,0,0,0,0,50,1,0,0,0,
0,1,Beverages,Perkins,16,,fl oz,,200,0,0,0,0,50,54,0,54,0,
0,1,Beverages,Perkins,16,,fl oz,,170,0,0,0,0,50,45,0,45,0,
0,1,Beverages,Perkins,16,,fl oz,,180,0,0,0,0,50,48,0,48,0,
0,1,Beverages,Perkins,16,,fl oz,,170,0,0,0,0,50,45,0,45,0,
0,1,Beverages,Perkins,16,,fl oz,,170,0,0,0,0,50,46,0,46,0,
0,1,Beverages,Perkins,16,,fl oz,,170,0,0,0,0,50,46,0,46,0,
0,1,Beverages,Perkins,16,,fl oz,,130,0,0,0,0,50,32,0,32,0,
1,0,Beverages,Pizza Hut,16,,fl oz,,200,0,0,0,0,50,53,0,53,0,
1,0,Toppings & Ingredients,Round Table Pizza,16,,slices,,40,2,1,0,5,50,0,0,0,2,
1,0,Beverages,Round Table Pizza,16,,fl oz,,0,0,,,,50,0,,0,0,
1,0,Beverages,Round Table Pizza,16,,fl oz,,220,0,,,,50,60,,60,0,
1,0,Beverages,Starbucks,16,,fl oz,,100,2,1,0,5,50,17,0,14,4,
1,0,Beverages,Steak 'N Shake,16,,fl oz,,140,0,0,0,0,50,37,0,37,0,
1,0,Beverages,Big Boy/Frisch's Big Boy,16,,oz,,150,0,0,0,0,45,39,0,39,0,
0,1,Beverages,Captain D's,16,,fl oz,,360,,,,,45,90,,90,,
0,1,Beverages,IHOP,16,,fl oz,,180,0,0,0,0,45,46,0,45,0,
0,1,Beverages,IHOP,16,,fl oz,,190,0,0,0,0,45,48,0,47,0,
0,1,Beverages,IHOP,16,,fl oz,,190,0,0,0,0,45,47,0,46,0,
1,0,Beverages,KFC,16,,fl oz,,200,0,0,0,0,45,55,0,55,0,
1,0,Beverages,KFC,16,,fl oz,,210,0,0,0,0,45,57,0,57,0,
1,0,Beverages,KFC,16,,fl oz,,230,0,0,0,0,45,60,0,60,0,
1,0,Beverages,KFC,16,,fl oz,,200,0,0,0,0,45,54,0,54,0,
1,0,Beverages,Panera Bread,16,,fl oz,,260,1.5,0,0,0,45,59,0,53,2,
1,0,Beverages,Panera Bread,16,,fl oz,,220,2,0,0,0,45,49,1,43,2,
1,0,Beverages,Panera Bread,16,,fl oz,,90,1.5,0,0,0,45,18,0,17,1,
1,0,Beverages,Perkins,16,,fl oz,,180,0,0,0,0,45,48,0,48,0,
1,0,Beverages,Perkins,16,,fl oz,,170,0,0,0,0,45,45,0,45,0,
1,0,Beverages,Perkins,16,,fl oz,,170,0,0,0,0,45,45,0,45,0,
1,0,Beverages,Perkins,16,,fl oz,,170,0,0,0,0,45,45,0,45,0,
1,0,Beverages,Perkins,16,,fl oz,,170,0,0,0,0,45,45,0,45,0,
1,0,Beverages,Perkins,16,,fl oz,,5,0,0,0,0,45,0,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,5,0,0,0,0,45,1,0,0,0,
1,0,Beverages,Perkins,16,,fl oz,,0,0,0,0,0,45,0,0,0,0,
0,1,Beverages,Perkins,16,,fl oz,,0,0,0,0,0,45,0,0,0,0,
0,1,Beverages,Perkins,16,,fl oz,,170,0,0,0,0,45,45,0,45,0,
1,0,Beverages,Pizza Hut,16,,fl oz,,200,0,0,0,0,45,55,0,55,0,
1,0,Beverages,Round Table Pizza,16,,fl oz,,190,0,,,,45,52,,52,0,
1,0,Beverages,Steak 'N Shake,16,,fl oz,,120,0,0,0,0,45,32,0,32,0,
1,0,Beverages,Steak 'N Shake,16,,fl oz,,0,0,0,0,0,45,0,0,0,0,
1,0,Beverages,Steak 'N Shake,16,,fl oz,,120,0,0,0,0,45,32,0,31,0,
1,0,Beverages,Taco Bell,16,,fl oz,,150,0,0,0,0,45,41,0,41,0,
1,0,Beverages,Taco Bell,16,,fl oz,,210,0,0,0,0,45,56,0,56,0,
1,0,Beverages,Taco Bell,16,,fl oz,,200,0,0,0,0,45,54,0,54,0,
0,1,Beverages,Taco Bell,16,,fl oz,,150,0,0,0,0,45,41,0,41,0,
0,1,Beverages,Taco Bell,16,,fl oz,,200,0,0,0,0,45,52,0,52,0,
0,1,Beverages,Taco Bell,16,,fl oz,,170,0,0,0,0,45,46,0,44,0,
1,0,Beverages,Dickey's Barbeque,16,,fl oz,,141,0,0,0,0,44,35,0,35,0,
1,0,Beverages,Dickey's Barbeque,16,,fl oz,,132,0,0,0,0,42,32,0,32,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,300,5,4.5,0,0,40,60,2,58,1,
1,0,Beverages,Bojangles,16,,oz,,0,0,0,0,0,40,56,0,56,0,
0,1,Beverages,Casey's General Store,16,,fl oz,,120,0,0,0,0,40,32,0,32,0,
0,1,Beverages,Casey's General Store,16,,fl oz,,120,0,0,0,0,40,32,0,32,0,
1,0,Beverages,Chili's,16,,fl oz,,250,0,0,0,0,40,24,1,0,3,
1,0,Beverages,KFC,16,,fl oz,,210,0,0,0,0,40,56,0,56,0,
1,0,Beverages,McDonald's,16,,fl oz,,150,0,0,0,0,40,39,0,39,0,
0,1,Beverages,McDonald's,16,,fl oz,,260,1,0,0,5,40,60,3,54,2,
1,0,Toppings & Ingredients,Round Table Pizza,16,,slices,,20,2,0,0,0,40,0,0,0,0,
1,0,Beverages,Round Table Pizza,16,,fl oz,,200,0,,,,40,55,,55,0,
1,0,Beverages,Round Table Pizza,16,,fl oz,,210,0,,,,40,56,,56,0,
1,0,Beverages,Starbucks,16,,fl oz,,110,1.5,1,0,5,40,23,0,23,2,
1,0,Beverages,Starbucks,16,,fl oz,,35,1.5,1,0,5,40,3,0,3,2,
1,0,Beverages,Taco Bell,16,,fl oz,,200,0,0,0,0,40,55,0,55,0,
1,0,Beverages,Applebee's,16,,oz,,0,0,0,0,0,35,1,0,0,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,160,0,0,0,0,35,42,0,42,0,
1,0,Beverages,Big Boy/Frisch's Big Boy,16,,oz,,140,0,0,0,0,35,36,0,36,0,
1,0,Beverages,Big Boy/Frisch's Big Boy,16,,oz,,0,0,0,0,0,35,0,0,0,0,
1,0,Beverages,Golden Corral,16,,fl oz,,200,0,0,0,0,35,50,0,48,0,
0,1,Beverages,McDonald's,16,,fl oz,,260,1,0,0,5,35,60,4,55,3,
1,0,Beverages,Panera Bread,16,,fl oz,,250,3,1.5,0,10,35,52,6,38,7,
1,0,Beverages,Starbucks,16,,fl oz,,380,8,5,0,25,35,77,0,70,1,
0,1,Beverages,Starbucks,16,,fl oz,,250,14,9,0,45,35,29,0,28,2,
1,0,Beverages,Steak 'N Shake,16,,fl oz,,140,0,0,0,0,35,38,0,38,0,
1,0,Beverages,Steak 'N Shake,16,,fl oz,,80,0,0,0,0,35,22,0,20,0,
0,1,Beverages,Taco Bell,16,,fl oz,,130,0,0,0,0,35,35,0,33,0,
0,1,Beverages,Taco Bell,16,,fl oz,,130,0,0,0,0,35,35,0,33,0,
1,0,Beverages,Dickey's Barbeque,16,,fl oz,,0.8,0,0,0,0,34,0.1,0,0,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,140,0,0,0,0,30,36,0,32,0,
0,1,Beverages,Captain D's,16,,fl oz,,330,,,,,30,82,,82,,0
0,1,Beverages,Casey's General Store,16,,fl oz,,120,0,0,0,0,30,30,0,30,0,
1,0,Beverages,Hooter's,16,,fl oz,,260,0,0,0,0,30,17,0,0,2,
1,0,Beverages,Hooter's,16,,fl oz,,270,0,0,0,0,30,23,0,0,2,
0,1,Beverages,Krispy Kreme,16,,fl oz,,360,0,0,0,0,30,91,0,88,0,
1,0,Beverages,Red Robin,16,,oz,,230,0,0,0,0,30,25,1,3,2,
1,0,Beverages,Red Robin,16,,oz,,240,0,0,0,0,30,22,1,1,3,
1,0,Toppings & Ingredients,Round Table Pizza,16,,slices,,30,1.5,1,0,15,30,0,0,0,2,
1,0,Beverages,Steak 'N Shake,16,,fl oz,,0,0,0,0,0,30,0,0,0,0,
1,0,Beverages,Steak 'N Shake,16,,fl oz,,0,0,0,0,0,30,0,0,0,0,
1,0,Beverages,Steak 'N Shake,16,,fl oz,,120,0,0,0,0,30,31,0,31,0,
1,0,Beverages,Steak 'N Shake,16,,fl oz,,45,0,0,0,0,30,11,0,11,0,
1,0,Beverages,Dickey's Barbeque,16,,fl oz,,133,0,0,0,0,29,36,0,36,0,
1,0,Beverages,Dickey's Barbeque,16,,fl oz,,116,0,0,0,0,26,31,0,31,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,210,0,0,0,0,25,53,0,49,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,260,0,0,0,0,25,66,0,62,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,260,0,0,0,0,25,66,0,62,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,260,0,0,0,0,25,66,0,62,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,260,0,0,0,0,25,66,0,62,0,
0,1,Beverages,Casey's General Store,16,,fl oz,,220,0,0,0,0,25,53.5,0,52.9,0,
1,0,Beverages,Chili's,16,,fl oz,,190,0,0,0,0,25,18,0,0,1,
1,0,Beverages,Chili's,16,,fl oz,,230,0,0,0,0,25,23,1,1,3,
1,0,Beverages,Chili's,16,,fl oz,,230,0,0,0,0,25,19,1,0,3,
1,0,Beverages,Chili's,16,,fl oz,,250,0,0,0,0,25,25,1,0,3,
1,0,Beverages,Chili's,16,,fl oz,,230,0,0,0,0,25,19,1,0,3,
1,0,Beverages,Einstein Bros,16,,fl oz,,180,7,4,0,20,25,29,0,25,2,
1,0,Beverages,Einstein Bros,16,,fl oz,,280,0,0,0,0,25,67,4,60,1,
1,0,Beverages,Hooter's,16,,fl oz,,230,0,0,0,0,25,20,0,0,2,
1,0,Beverages,Hooter's,16,,fl oz,,150,0,0,0,0,25,2,0,0,1,
1,0,Beverages,Hooter's,16,,fl oz,,200,0,0,0,0,25,20,1,1,2,
1,0,Beverages,IHOP,16,,fl oz,,180,0,0,0,0,25,44,0,40,0,
0,1,Beverages,Outback Steakhouse,16,,oz,,260,0,0,0,0,25,20,0,,3,
0,1,Beverages,Outback Steakhouse,16,,oz,,260,0,0,0,0,25,20,0,,3,
1,0,Beverages,Red Robin,16,,oz,,230,0,0,0,0,25,19,1,0,3,
1,0,Beverages,Red Robin,16,,oz,,220,0,0,0,0,25,17,2,0,3,
1,0,Beverages,Red Robin,16,,oz,,240,0,0,0,0,25,25,1,1,2,
1,0,Beverages,Red Robin,16,,oz,,240,0,0,0,0,25,20,2,0,3,
1,0,Beverages,Red Robin,16,,oz,,190,0,0,0,0,25,18,0,0,1,
0,1,Beverages,Red Robin,16,,oz,,170,0,0,0,0,25,3,0,0,1,
0,1,Beverages,Starbucks,16,,fl oz,,200,11,7,0,35,25,24,0,24,2,
1,0,Beverages,Steak 'N Shake,16,,fl oz,,120,0,0,0,0,25,34,34,,0,
1,0,Beverages,Steak 'N Shake,16,,fl oz,,120,0,0,0,0,25,33,0,33,0,
1,0,Beverages,Taco Bell,16,,fl oz,,290,0,0,0,0,25,24,0,0,4,
1,0,Beverages,Taco Bell,16,,fl oz,,200,0,0,0,0,25,19,0,0,2,
1,0,Beverages,Taco Bell,16,,fl oz,,200,0,0,0,0,25,19,0,0,1,
1,0,Beverages,Taco Bell,16,,fl oz,,220,0,0,0,0,25,20,0,0,0,
1,0,Beverages,Taco Bell,16,,fl oz,,190,0,0,0,0,25,16,0,0,0,
1,0,Beverages,Applebee's,16,,fl oz,,270,0,0,0,0,20,47,1,41,1,
0,1,Beverages,Casey's General Store,16,,fl oz,,120,0,0,0,0,20,36,0,36,0,
0,1,Beverages,Casey's General Store,16,,fl oz,,210,0.1,0,0,0,20,50.1,0.1,50,0,
0,1,Beverages,Casey's General Store,16,,fl oz,,220,0,0,0,0,20,53.3,0.1,53,0,
0,1,Beverages,Casey's General Store,16,,fl oz,,220,0,0,0,0,20,54.2,0,53.8,0,
0,1,Beverages,Casey's General Store,16,,fl oz,,220,0,0,0,0,20,54.1,0.1,53.7,0,
0,1,Beverages,Casey's General Store,16,,fl oz,,220,0,0,0,0,20,54.8,0.1,54.4,0,
0,1,Beverages,Casey's General Store,16,,fl oz,,220,0,0,0,0,20,54.2,0,53.9,0,
0,1,Beverages,Casey's General Store,16,,fl oz,,220,0,0,0,0,20,54.6,0,53.9,0,
1,0,Beverages,Cheddar's Casual Café / Cheddar's Scratch Kitchen,16,,fl oz,,140,0,0,0,0,20,8,0,0,1,
1,0,Beverages,Cheddar's Casual Café / Cheddar's Scratch Kitchen,16,,fl oz,,200,0,0,0,0,20,17,0,0,2,
1,0,Beverages,Einstein Bros,16,,fl oz,,5,0,0,0,0,20,0,0,0,2,
1,0,Beverages,Hooter's,16,,fl oz,,200,0,0,0,,20,16,,,2,
1,0,Beverages,Hooter's,16,,fl oz,,240,0,0,0,0,20,25,0,0,2,
1,0,Beverages,Hooter's,16,,fl oz,,270,0,0,0,0,20,20,0,2,4,
1,0,Beverages,Hooter's,16,,fl oz,,220,0,0,0,0,20,17,0,2,3,
1,0,Beverages,Hooter's,16,,fl oz,,290,0,0,0,0,20,28,0,1,2,
1,0,Beverages,Hooter's,16,,fl oz,,250,0,0,0,0,20,18,0,0,2,
1,0,Beverages,IHOP,16,,fl oz,,190,0,0,0,0,20,48,1,47,2,
1,0,Beverages,Longhorn Steakhouse,16,,oz,,140,0,0,0,0,20,8,0,0,0,
1,0,Beverages,Longhorn Steakhouse,16,,oz,,200,0,0,0,0,20,16,0,0,0,
1,0,Beverages,Longhorn Steakhouse,16,,oz,,270,,,,,20,1,,,4,
1,0,Beverages,Longhorn Steakhouse,16,,oz,,200,0,0,0,0,20,16,0,0,0,
1,0,Beverages,McDonald's,16,,fl oz,,0,0,0,0,0,20,0,0,0,0,
0,1,Beverages,Outback Steakhouse,16,,oz,,200,0,0,0,0,20,16,0,0,2,
0,1,Beverages,Outback Steakhouse,16,,oz,,260,0,0,0,0,20,1,0,0,4,
1,0,Beverages,Red Robin,16,,oz,,230,0,0,0,0,20,23,1,17,0,
1,0,Beverages,Red Robin,16,,oz,,220,0,0,0,0,20,19,0,14,3,
1,0,Beverages,Red Robin,16,,oz,,240,0,0,0,0,20,18,0,0,3,
1,0,Beverages,Red Robin,16,,oz,,130,0,0,0,0,20,4,0,0,1,
1,0,Beverages,Red Robin,16,,oz,,220,0,0,0,0,20,18,2,0,3,
1,0,Toppings & Ingredients,Round Table Pizza,16,,slices,,0,0,0,0,0,20,1,0,1,0,
1,0,Beverages,Starbucks,16,,fl oz,,110,5,3.5,0,15,20,14,0,14,1,
1,0,Beverages,Starbucks,16,,fl oz,,220,0,0,0,0,20,55,0,50,0,
1,0,Beverages,Starbucks,16,,fl oz,,70,5,3.5,0,15,20,4,0,4,1,
0,1,Beverages,Starbucks,16,,fl oz,,60,0,0,0,0,20,15,0,12,0,
0,1,Beverages,Starbucks,16,,fl oz,,80,0,0,0,0,20,21,0,18,0,
0,1,Beverages,Starbucks,16,,fl oz,,80,0,0,0,0,20,21,0,18,0,
1,0,Beverages,Steak 'N Shake,16,,fl oz,,90,0,0,0,0,20,24,0,24,0,
1,0,Beverages,Steak 'N Shake,16,,fl oz,,80,0,0,0,0,20,21,0,21,0,
1,0,Beverages,Taco Bell,16,,fl oz,,200,0,0,0,0,20,17,0,0,2,
1,0,Beverages,Taco Bell,16,,fl oz,,220,0,0,0,0,20,19,0,0,3,
1,0,Beverages,Taco Bell,16,,fl oz,,200,0,0,0,0,20,20,0,0,3,
1,0,Beverages,Taco Bell,16,,fl oz,,200,0,0,0,0,20,16,0,0,1,
1,0,Beverages,Taco Bell,16,,fl oz,,240,0,0,0,0,20,21,0,0,2,
1,0,Beverages,Taco Bell,16,,fl oz,,200,0,0,0,0,20,20,0,0,0,
1,0,Beverages,Taco Bell,16,,fl oz,,190,0,0,0,0,20,16,0,0,0,
1,0,Beverages,Taco Bell,16,,fl oz,,250,0,0,0,0,20,19,0,3,4,
1,0,Beverages,Whataburger,16,,fl oz,,190,0,0,0,0,20,52,0,51,0,
1,0,Beverages,Applebee's,16,,fl oz,,80,0,0,0,0,15,19,0,18,0,
1,0,Beverages,Applebee's,16,,fl oz,,80,0,0,0,0,15,19,0,17,0,
1,0,Beverages,Applebee's,16,,fl oz,,0,0,0,0,0,15,0,0,0,0,
1,0,Beverages,Auntie Anne's,16,,fl oz,,140,0,0,0,0,15,38,0,38,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,230,0,0,0,0,15,58,0,54,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,140,0,0,0,0,15,39,0,39,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,170,0,0,0,0,15,45,0,45,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,130,0,0,0,0,15,34,0,34,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,0,0,0,0,0,15,0,0,0,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,90,0,0,0,0,15,24,0,24,0,
1,0,Beverages,Chili's,16,,fl oz,,140,0,0,0,0,15,7,0,1,0,
1,0,Beverages,Chili's,16,,fl oz,,220,0,0,0,0,15,19,0,0,3,
1,0,Beverages,Golden Corral,16,,fl oz,,170,0,0,0,0,15,44,0,43,0,
1,0,Beverages,Hooter's,16,,fl oz,,120,0,0,0,,15,6,,,1,
1,0,Beverages,Hooter's,16,,fl oz,,280,0,0,0,0,15,29,0,0,0,
1,0,Beverages,Hooter's,16,,fl oz,,170,,,,,15,14,,,,
1,0,Beverages,Hooter's,16,,fl oz,,170,0,0,0,0,15,12,0,12,2,
1,0,Beverages,Hooter's,16,,fl oz,,280,0,0,0,0,15,29,0,0,2,
1,0,Beverages,Hooter's,16,,fl oz,,190,,,,,15,16,,,,
0,1,Beverages,Krispy Kreme,16,,fl oz,,0,0,0,0,0,15,0,0,0,0,
1,0,Beverages,Olive Garden,16,,oz,,140,0,0,0,0,15,6,0,6,1,
1,0,Beverages,Panera Bread,16,,fl oz,,10,0,0,0,0,15,2,0,0,1,
1,0,Beverages,Red Robin,16,,oz,,260,0,0,0,0,15,33,0,27,0,
1,0,Beverages,Red Robin,16,,oz,,140,0,0,0,0,15,6,0,0,1,
1,0,Beverages,Red Robin,16,,oz,,140,0,0,0,0,15,7,0,0,1,
1,0,Beverages,Red Robin,16,,oz,,170,0,0,0,0,15,0,0,0,1,
1,0,Beverages,Starbucks,16,,fl oz,,100,0,0,0,0,15,23,1,21,0,
1,0,Beverages,Starbucks,16,,fl oz,,140,0,0,0,0,15,35,1,32,0,
1,0,Beverages,Starbucks,16,,fl oz,,140,0,0,0,0,15,34,1,31,0,
1,0,Beverages,Starbucks,16,,fl oz,,90,0,0,0,0,15,22,0,19,0,
1,0,Beverages,Starbucks,16,,fl oz,,15,0,0,0,0,15,2,0,0,1,
1,0,Beverages,Starbucks,16,,fl oz,,5,0,0,0,0,15,0,0,0,0,
0,1,Beverages,Starbucks,16,,fl oz,,140,0,0,0,0,15,35,0,30,0,
1,0,Beverages,Taco Bell,16,,fl oz,,140,0,0,0,0,15,7,0,1,0,
1,0,Beverages,Taco Bell,16,,fl oz,,190,0,0,0,0,15,16,0,0,0,
1,0,Beverages,Taco Bell,16,,fl oz,,190,0,0,0,0,15,16,0,0,0,
1,0,Beverages,Taco Bell,16,,fl oz,,290,0,0,0,0,15,19,1,0,4,
1,0,Beverages,Taco Bell,16,,fl oz,,250,0,0,0,0,15,20,1,0,4,
1,0,Beverages,Taco Bell,16,,fl oz,,130,0,0,0,0,15,12,0,0,0,
1,0,Beverages,Taco Bell,16,,fl oz,,130,0,0,0,0,15,9,0,0,0,
1,0,Beverages,Taco Bell,16,,fl oz,,240,0,0,0,0,15,19,0,0,3,
1,0,Beverages,Taco Bell,16,,fl oz,,230,0,0,0,0,15,22,0,0,4,
1,0,Beverages,Taco Bell,16,,fl oz,,190,0,0,0,0,15,16,0,5,2,
1,0,Beverages,Taco Bell,16,,fl oz,,290,0,0,0,0,15,27,1,1,4,
0,1,Beverages,Taco Bell,16,,fl oz,,180,0,0,0,0,15,14,0,0,2,
0,1,Beverages,Taco Bell,16,,fl oz,,240,0,0,0,0,15,14,1,0,2,
1,0,Beverages,Tropical Smoothie Café,16,,fl oz,,0,0,0,0,0,15,1,0,0,0,
1,0,Beverages,Whataburger,16,,fl oz,,5,0,0,0,0,15,1,0,0,0,
1,0,Beverages,Whataburger,16,,fl oz,,220,0,0,0,0,15,58,0,56,0,
1,0,Beverages,Dickey's Barbeque,16,,fl oz,,0,0,0,0,0,12,0,0,0,0,
1,0,Beverages,Dickey's Barbeque,16,,fl oz,,125,0,0,0,0,11,34,0,34,0,
1,0,Beverages,Applebee's,16,,fl oz,,90,0,0,0,0,10,23,0,22,0,
1,0,Beverages,Applebee's,16,,fl oz,,240,0,0,0,0,10,59,2,58,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,230,0,0,0,0,10,57,1,54,1,
0,1,Beverages,Auntie Anne's,16,,fl oz,,200,0,0,0,0,10,50,0,47,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,230,0,0,0,0,10,58,0,54,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,230,0,0,0,0,10,58,0,54,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,230,0,0,0,0,10,58,0,54,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,140,0,0,0,0,10,37,0,37,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,140,0,0,0,0,10,39,0,39,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,5,0,0,0,0,10,0,0,0,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,130,0,0,0,0,10,36,0,34,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,90,0,0,0,0,10,24,0,24,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,90,0,0,0,0,10,24,0,24,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,5,0,0,0,0,10,0,0,0,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,90,0,0,0,0,10,24,0,24,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,90,0,0,0,0,10,24,0,24,0,
0,1,Beverages,Auntie Anne's,16,,fl oz,,90,0,0,0,0,10,24,0,24,0,
1,0,Toppings & Ingredients,Big Boy/Frisch's Big Boy,16,,oz,,35,0,0,0,0,10,8,0,7,0,
1,0,Beverages,Big Boy/Frisch's Big Boy,16,,oz,,120,0,0,0,0,10,30,0,30,0,
